Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Plex1	Plex19	Plex70
ENSG00000270417	ENSG00000270417.1	IGHVIII-11-1	immunoglobulin heavy variable (III)-11-1 (pseudogene) [Source:HGNC Symbol;Acc:5692]	HG1592_PATCH	106586544	106586810			
ENSG00000271574	ENSG00000271574.1	IGHV1-12	immunoglobulin heavy variable 1-12 (pseudogene) [Source:HGNC Symbol;Acc:5546]	HG1592_PATCH	106588757	106589046			
ENSG00000270676	ENSG00000270676.1	IGHV3-13	immunoglobulin heavy variable 3-13 [Source:HGNC Symbol;Acc:5581]	HG1592_PATCH	106595879	106596409			
ENSG00000270873	ENSG00000270873.1	IGHVIII-13-1	immunoglobulin heavy variable (III)-13-1 (pseudogene) [Source:HGNC Symbol;Acc:5693]	HG1592_PATCH	106608624	106608914			
ENSG00000271274	ENSG00000271274.1	IGHV1-14	immunoglobulin heavy variable 1-14 (pseudogene) [Source:HGNC Symbol;Acc:5547]	HG1592_PATCH	106612228	106612468			
ENSG00000271058	ENSG00000271058.1	IGHV3-15	immunoglobulin heavy variable 3-15 [Source:HGNC Symbol;Acc:5582]	HG1592_PATCH	106619961	106620500			
ENSG00000271497	ENSG00000271497.1	IGHVII-15-1	immunoglobulin heavy variable (II)-15-1 (pseudogene) [Source:HGNC Symbol;Acc:5671]	HG1592_PATCH	106629920	106630139			
ENSG00000270214	ENSG00000270214.1	IGHV3-16	immunoglobulin heavy variable 3-16 (non-functional) [Source:HGNC Symbol;Acc:5583]	HG1592_PATCH	106631542	106632067			
ENSG00000270373	ENSG00000270373.1	IGHV1-17	immunoglobulin heavy variable 1-17 (pseudogene) [Source:HGNC Symbol;Acc:5548]	HG1592_PATCH	106640679	106641097			
ENSG00000271261	ENSG00000271261.1	IGHV1-18	immunoglobulin heavy variable 1-18 [Source:HGNC Symbol;Acc:5549]	HG1592_PATCH	106651238	106651731			
ENSG00000270566	ENSG00000270566.1	IGHV3-19	immunoglobulin heavy variable 3-19 (pseudogene) [Source:HGNC Symbol;Acc:5584]	HG1592_PATCH	106663037	106663327			
ENSG00000270774	ENSG00000270774.1	IGHV3-20	immunoglobulin heavy variable 3-20 [Source:HGNC Symbol;Acc:5585]	HG1592_PATCH	106677275	106677790			
ENSG00000270642	ENSG00000270642.1	IGHV3-21	immunoglobulin heavy variable 3-21 [Source:HGNC Symbol;Acc:5586]	HG1592_PATCH	106701401	106701931			
ENSG00000270925	ENSG00000270925.1	IGHV3-22	immunoglobulin heavy variable 3-22 (pseudogene) [Source:HGNC Symbol;Acc:5587]	HG1592_PATCH	106724099	106724560			
ENSG00000270428	ENSG00000270428.1	IGHVII-22-1	immunoglobulin heavy variable (II)-22-1 (pseudogene) [Source:HGNC Symbol;Acc:5673]	HG1592_PATCH	106729699	106729963			
ENSG00000271446	ENSG00000271446.1	IGHVIII-22-2	immunoglobulin heavy variable (III)-22-2 (pseudogene) [Source:HGNC Symbol;Acc:5696]	HG1592_PATCH	106731025	106731052			
ENSG00000271562	ENSG00000271562.1	IGHV3-23	immunoglobulin heavy variable 3-23 [Source:HGNC Symbol;Acc:5588]	HG1592_PATCH	106734945	106735477			
ENSG00000271689	ENSG00000271689.1	IGHV1-24	immunoglobulin heavy variable 1-24 [Source:HGNC Symbol;Acc:5551]	HG1592_PATCH	106742885	106743380			
ENSG00000270596	ENSG00000270596.1	IGHV3-25	immunoglobulin heavy variable 3-25 (pseudogene) [Source:HGNC Symbol;Acc:5589]	HG1592_PATCH	106755366	106755816			
ENSG00000271193	ENSG00000271193.1	IGHVIII-25-1	immunoglobulin heavy variable (III)-25-1 (pseudogene) [Source:HGNC Symbol;Acc:5697]	HG1592_PATCH	106759905	106760145			
ENSG00000270298	ENSG00000270298.1	IGHV2-26	immunoglobulin heavy variable 2-26 [Source:HGNC Symbol;Acc:5575]	HG1592_PATCH	106767733	106768199			
ENSG00000270649	ENSG00000270649.1	IGHVIII-26-1	immunoglobulin heavy variable (III)-26-1 (pseudogene) [Source:HGNC Symbol;Acc:5698]	HG1592_PATCH	106775754	106776003			
ENSG00000271221	ENSG00000271221.1	IGHVII-26-2	immunoglobulin heavy variable (II)-26-2 (pseudogene) [Source:HGNC Symbol;Acc:5674]	HG1592_PATCH	106780988	106781312			
ENSG00000270819	ENSG00000270819.1	IGHV7-27	immunoglobulin heavy variable 7-27 (pseudogene) [Source:HGNC Symbol;Acc:5663]	HG1592_PATCH	106784160	106784573			
ENSG00000271493	ENSG00000271493.1	IGHV4-28	immunoglobulin heavy variable 4-28 [Source:HGNC Symbol;Acc:5645]	HG1592_PATCH	106790593	106791097			
ENSG00000270474	ENSG00000270474.1	IGHV3-29	immunoglobulin heavy variable 3-29 (pseudogene) [Source:HGNC Symbol;Acc:5590]	HG1592_PATCH	106797453	106797889			
ENSG00000270550	ENSG00000270550.1	IGHV3-30	immunoglobulin heavy variable 3-30 [Source:HGNC Symbol;Acc:5591]	HG1592_PATCH	106801419	106801950			
ENSG00000271539	ENSG00000271539.1	IGHVII-30-1	immunoglobulin heavy variable (II)-30-1 (pseudogene) [Source:HGNC Symbol;Acc:5676]	HG1592_PATCH	106809061	106809292			
ENSG00000271050	ENSG00000271050.1	IGHV3-30-2	immunoglobulin heavy variable 3-30-2 (pseudogene) [Source:HGNC Symbol;Acc:5592]	HG1592_PATCH	106810732	106811170			
ENSG00000270295	ENSG00000270295.1	IGHV4-31	immunoglobulin heavy variable 4-31 [Source:HGNC Symbol;Acc:5649]	HG1592_PATCH	106815622	106816129			
ENSG00000270468	ENSG00000270468.1	IGHVII-31-1	immunoglobulin heavy variable (II)-31-1 (pseudogene) [Source:HGNC Symbol;Acc:5677]	HG1592_PATCH	106821009	106821045			
ENSG00000270439	ENSG00000270439.1	IGHV3-32	immunoglobulin heavy variable 3-32 (pseudogene) [Source:HGNC Symbol;Acc:5595]	HG1592_PATCH	106822502	106822928			
ENSG00000270565	ENSG00000270565.1	IGHV3-33	immunoglobulin heavy variable 3-33 [Source:HGNC Symbol;Acc:5596]	HG1592_PATCH	106826130	106826661			
ENSG00000271520	ENSG00000271520.1	IGHVII-33-1	immunoglobulin heavy variable (II)-33-1 (pseudogene) [Source:HGNC Symbol;Acc:5678]	HG1592_PATCH	106833722	106834001			
ENSG00000271176	ENSG00000271176.1	IGHV3-33-2	immunoglobulin heavy variable 3-33-2 (pseudogene) [Source:HGNC Symbol;Acc:5597]	HG1592_PATCH	106835444	106835883			
ENSG00000271023	ENSG00000271023.1	IGHV4-34	immunoglobulin heavy variable 4-34 [Source:HGNC Symbol;Acc:5650]	HG1592_PATCH	106840000	106840482			
ENSG00000270958	ENSG00000270958.1	IGHV7-34-1	immunoglobulin heavy variable 7-34-1 (pseudogene) [Source:HGNC Symbol;Acc:5664]	HG1592_PATCH	106843637	106844070			
ENSG00000270635	ENSG00000270635.1	IGHV3-35	immunoglobulin heavy variable 3-35 (non-functional) [Source:HGNC Symbol;Acc:5598]	HG1592_PATCH	106855729	106856195			
ENSG00000270227	ENSG00000270227.1	IGHV3-36	immunoglobulin heavy variable 3-36 (pseudogene) [Source:HGNC Symbol;Acc:5599]	HG1592_PATCH	106859111	106859568			
ENSG00000270341	ENSG00000270341.1	IGHV3-37	immunoglobulin heavy variable 3-37 (pseudogene) [Source:HGNC Symbol;Acc:5600]	HG1592_PATCH	106863013	106863451			
ENSG00000271186	ENSG00000271186.1	IGHV3-38	immunoglobulin heavy variable 3-38 (non-functional) [Source:HGNC Symbol;Acc:5601]	HG1592_PATCH	106876830	106877358			
ENSG00000270250	ENSG00000270250.1	IGHVIII-38-1	immunoglobulin heavy variable (III)-38-1 (pseudogene) [Source:HGNC Symbol;Acc:5699]	HG1592_PATCH	106884362	106884415			
ENSG00000271083	ENSG00000271083.1	IGHV4-39	immunoglobulin heavy variable 4-39 [Source:HGNC Symbol;Acc:5651]	HG1592_PATCH	106888048	106888555			
ENSG00000271592	ENSG00000271592.1	IGHV7-40	immunoglobulin heavy variable 7-40 (pseudogene) [Source:HGNC Symbol;Acc:5666]	HG1592_PATCH	106891702	106891900			
ENSG00000270465	ENSG00000270465.1	IGHVII-40-1	immunoglobulin heavy variable (II)-40-1 (pseudogene) [Source:HGNC Symbol;Acc:5679]	HG1592_PATCH	106907287	106907344			
ENSG00000270529	ENSG00000270529.1	IGHV3-42	immunoglobulin heavy variable 3-42 (pseudogene) [Source:HGNC Symbol;Acc:5603]	HG1592_PATCH	106929595	106929895			
ENSG00000270315	ENSG00000270315.1	IGHV3-43	immunoglobulin heavy variable 3-43 [Source:HGNC Symbol;Acc:5604]	HG1592_PATCH	106936601	106937137			
ENSG00000270197	ENSG00000270197.1	IGHVIII-44	immunoglobulin heavy variable (III)-44 (pseudogene) [Source:HGNC Symbol;Acc:5700]	HG1592_PATCH	106944557	106944730			
ENSG00000271295	ENSG00000271295.1	IGHVIV-44-1	immunoglobulin heavy variable (IV)-44-1 (pseudogene) [Source:HGNC Symbol;Acc:5710]	HG1592_PATCH	106955682	106956093			
ENSG00000270613	ENSG00000270613.1	IGHVII-44-2	immunoglobulin heavy variable (II)-44-2 (pseudogene) [Source:HGNC Symbol;Acc:5681]	HG1592_PATCH	106960471	106960720			
ENSG00000270644	ENSG00000270644.1	IGHV1-45	immunoglobulin heavy variable 1-45 [Source:HGNC Symbol;Acc:5553]	HG1592_PATCH	106973335	106973828			
ENSG00000271224	ENSG00000271224.1	IGHV1-46	immunoglobulin heavy variable 1-46 [Source:HGNC Symbol;Acc:5554]	HG1592_PATCH	106977454	106978193			
ENSG00000270309	ENSG00000270309.1	IGHVII-46-1	immunoglobulin heavy variable (II)-46-1 (pseudogene) [Source:HGNC Symbol;Acc:5682]	HG1592_PATCH	106982155	106982191			
ENSG00000270572	ENSG00000270572.1	IGHV3-47	immunoglobulin heavy variable 3-47 (pseudogene) [Source:HGNC Symbol;Acc:5605]	HG1592_PATCH	106984919	106985364			
ENSG00000270476	ENSG00000270476.1	IGHVIII-47-1	immunoglobulin heavy variable (III)-47-1 (pseudogene) [Source:HGNC Symbol;Acc:5701]	HG1592_PATCH	106997478	106997808			
ENSG00000270597	ENSG00000270597.1	IGHV3-48	immunoglobulin heavy variable 3-48 [Source:HGNC Symbol;Acc:5606]	HG1592_PATCH	107004149	107004681			
ENSG00000270786	ENSG00000270786.1	IGHV3-49	immunoglobulin heavy variable 3-49 [Source:HGNC Symbol;Acc:5607]	HG1592_PATCH	107023275	107023814			
ENSG00000271300	ENSG00000271300.1	IGHVII-49-1	immunoglobulin heavy variable (II)-49-1 (pseudogene) [Source:HGNC Symbol;Acc:5683]	HG1592_PATCH	107030712	107030935			
ENSG00000270939	ENSG00000270939.1	IGHV3-50	immunoglobulin heavy variable 3-50 (pseudogene) [Source:HGNC Symbol;Acc:5608]	HG1592_PATCH	107032454	107032892			
ENSG00000271531	ENSG00000271531.1	IGHV5-51	immunoglobulin heavy variable 5-51 [Source:HGNC Symbol;Acc:5659]	HG1592_PATCH	107045081	107045573			
ENSG00000270208	ENSG00000270208.1	IGHVIII-51-1	immunoglobulin heavy variable (III)-51-1 (pseudogene) [Source:HGNC Symbol;Acc:5704]	HG1592_PATCH	107049843	107050144			
ENSG00000270463	ENSG00000270463.1	IGHVII-51-2	immunoglobulin heavy variable (II)-51-2 (pseudogene) [Source:HGNC Symbol;Acc:5684]	HG1592_PATCH	107051055	107051313			
ENSG00000271448	ENSG00000271448.1	IGHV3-52	immunoglobulin heavy variable 3-52 (pseudogene) [Source:HGNC Symbol;Acc:5609]	HG1592_PATCH	107052713	107053163			
ENSG00000271089	ENSG00000271089.1	IGHV3-53	immunoglobulin heavy variable 3-53 [Source:HGNC Symbol;Acc:5610]	HG1592_PATCH	107059015	107059684			
ENSG00000271692	ENSG00000271692.1	IGHVII-53-1	immunoglobulin heavy variable (II)-53-1 (pseudogene) [Source:HGNC Symbol;Acc:5685]	HG1592_PATCH	107066007	107066261			
ENSG00000271504	ENSG00000271504.1	IGHV4-55	immunoglobulin heavy variable 4-55 (pseudogene) [Source:HGNC Symbol;Acc:5653]	HG1592_PATCH	107072438	107072888			
ENSG00000271294	ENSG00000271294.1	IGHV7-56	immunoglobulin heavy variable 7-56 (pseudogene) [Source:HGNC Symbol;Acc:5667]	HG1592_PATCH	107076099	107076533			
ENSG00000270841	ENSG00000270841.1	IGHV3-57	immunoglobulin heavy variable 3-57 (pseudogene) [Source:HGNC Symbol;Acc:5612]	HG1592_PATCH	107085231	107085510			
ENSG00000271080	ENSG00000271080.1	IGHV1-58	immunoglobulin heavy variable 1-58 [Source:HGNC Symbol;Acc:5555]	HG1592_PATCH	107088696	107089192			
ENSG00000270668	ENSG00000270668.1	IGHV4-59	immunoglobulin heavy variable 4-59 [Source:HGNC Symbol;Acc:5654]	HG1592_PATCH	107092129	107094162			
ENSG00000270684	ENSG00000270684.1	IGHV3-60	immunoglobulin heavy variable 3-60 (pseudogene) [Source:HGNC Symbol;Acc:5614]	HG1592_PATCH	107097534	107097990			
ENSG00000271416	ENSG00000271416.1	IGHVII-60-1	immunoglobulin heavy variable (II)-60-1 (pseudogene) [Source:HGNC Symbol;Acc:5686]	HG1592_PATCH	107104055	107104310			
ENSG00000270358	ENSG00000270358.1	IGHV4-61	immunoglobulin heavy variable 4-61 [Source:HGNC Symbol;Acc:5655]	HG1592_PATCH	107105458	107105994			
ENSG00000270284	ENSG00000270284.1	IGHV3-62	immunoglobulin heavy variable 3-62 (pseudogene) [Source:HGNC Symbol;Acc:5615]	HG1592_PATCH	107109479	107109922			
ENSG00000271575	ENSG00000271575.1	IGHVII-62-1	immunoglobulin heavy variable (II)-62-1 (pseudogene) [Source:HGNC Symbol;Acc:5687]	HG1592_PATCH	107116888	107117122			
ENSG00000270436	ENSG00000270436.1	IGHV3-63	immunoglobulin heavy variable 3-63 (pseudogene) [Source:HGNC Symbol;Acc:5616]	HG1592_PATCH	107118574	107119018			
ENSG00000271450	ENSG00000271450.1	IGHV3-64	immunoglobulin heavy variable 3-64 [Source:HGNC Symbol;Acc:5617]	HG1592_PATCH	107124062	107124595			
ENSG00000270489	ENSG00000270489.1	IGHV3-65	immunoglobulin heavy variable 3-65 (pseudogene) [Source:HGNC Symbol;Acc:5618]	HG1592_PATCH	107132429	107132869			
ENSG00000270291	ENSG00000270291.1	IGHVII-65-1	immunoglobulin heavy variable (II)-65-1 (pseudogene) [Source:HGNC Symbol;Acc:5688]	HG1592_PATCH	107138134	107138381			
ENSG00000270881	ENSG00000270881.1	IGHV3-66	immunoglobulin heavy variable 3-66 [Source:HGNC Symbol;Acc:5619]	HG1592_PATCH	107141354	107141881			
ENSG00000271289	ENSG00000271289.1	IGHV1-67	immunoglobulin heavy variable 1-67 (pseudogene) [Source:HGNC Symbol;Acc:5556]	HG1592_PATCH	107146940	107147379			
ENSG00000271082	ENSG00000271082.1	IGHVII-67-1	immunoglobulin heavy variable (II)-67-1 (pseudogene) [Source:HGNC Symbol;Acc:5689]	HG1592_PATCH	107152854	107152899			
ENSG00000271331	ENSG00000271331.1	IGHVIII-67-2	immunoglobulin heavy variable (III)-67-2 (pseudogene) [Source:HGNC Symbol;Acc:5705]	HG1592_PATCH	107153450	107153537			
ENSG00000270201	ENSG00000270201.1	IGHVIII-67-3	immunoglobulin heavy variable (III)-67-3 (pseudogene) [Source:HGNC Symbol;Acc:5706]	HG1592_PATCH	107158994	107159225			
ENSG00000271548	ENSG00000271548.1	IGHVIII-67-4	immunoglobulin heavy variable (III)-67-4 (pseudogene) [Source:HGNC Symbol;Acc:5707]	HG1592_PATCH	107161439	107161734			
ENSG00000270530	ENSG00000270530.1	IGHV1-68	immunoglobulin heavy variable 1-68 (pseudogene) [Source:HGNC Symbol;Acc:5557]	HG1592_PATCH	107170189	107170483			
ENSG00000271469	ENSG00000271469.1	IGHV1-69	immunoglobulin heavy variable 1-69 [Source:HGNC Symbol;Acc:5558]	HG1592_PATCH	107181021	107181518			
ENSG00000270376	ENSG00000270376.1	IGHV2-70	immunoglobulin heavy variable 2-70 [Source:HGNC Symbol;Acc:5577]	HG1592_PATCH	107189912	107190430			
ENSG00000271060	ENSG00000271060.1	IGHV3-71	immunoglobulin heavy variable 3-71 (pseudogene) [Source:HGNC Symbol;Acc:5621]	HG1592_PATCH	107241494	107241955			
ENSG00000271695	ENSG00000271695.1	IGHV3-72	immunoglobulin heavy variable 3-72 [Source:HGNC Symbol;Acc:5622]	HG1592_PATCH	107257031	107257570			
ENSG00000270724	ENSG00000270724.1	IGHV3-73	immunoglobulin heavy variable 3-73 [Source:HGNC Symbol;Acc:5623]	HG1592_PATCH	107269031	107269570			
ENSG00000270305	ENSG00000270305.1	IGHV3-74	immunoglobulin heavy variable 3-74 [Source:HGNC Symbol;Acc:5624]	HG1592_PATCH	107276779	107277468			
ENSG00000270717	ENSG00000270717.1	IGHVII-74-1	immunoglobulin heavy variable (II)-74-1 (pseudogene) [Source:HGNC Symbol;Acc:5690]	HG1592_PATCH	107287511	107287751			
ENSG00000270215	ENSG00000270215.1	IGHV3-75	immunoglobulin heavy variable 3-75 (pseudogene) [Source:HGNC Symbol;Acc:5625]	HG1592_PATCH	107290024	107290484			
ENSG00000270551	ENSG00000270551.1	IGHV3-76	immunoglobulin heavy variable 3-76 (pseudogene) [Source:HGNC Symbol;Acc:5626]	HG1592_PATCH	107294206	107294500			
ENSG00000270693	ENSG00000270693.1	IGHVIII-76-1	immunoglobulin heavy variable (III)-76-1 (pseudogene) [Source:HGNC Symbol;Acc:5708]	HG1592_PATCH	107298104	107298389			
ENSG00000270254	ENSG00000270254.1	IGHV5-78	immunoglobulin heavy variable 5-78 (pseudogene) [Source:HGNC Symbol;Acc:5660]	HG1592_PATCH	107317460	107317754			
ENSG00000260168	ENSG00000260168.1	TRBV1	T cell receptor beta variable 1 (pseudogene) [Source:HGNC Symbol;Acc:12176]	HG7_PATCH	141999017	141999300			
ENSG00000260309	ENSG00000260309.1	TRBV2	T cell receptor beta variable 2 [Source:HGNC Symbol;Acc:12195]	HG7_PATCH	142000747	142001255			
ENSG00000260222	ENSG00000260222.1	TRBV3-1	T cell receptor beta variable 3-1 [Source:HGNC Symbol;Acc:12212]	HG7_PATCH	142008365	142008871			
ENSG00000260745	ENSG00000260745.1	TRBV4-1	T cell receptor beta variable 4-1 [Source:HGNC Symbol;Acc:12215]	HG7_PATCH	142013007	142013489			
ENSG00000260227	ENSG00000260227.1	TRBV5-1	T cell receptor beta variable 5-1 [Source:HGNC Symbol;Acc:12218]	HG7_PATCH	142020496	142021363			
ENSG00000261506	ENSG00000261506.1	TRBV6-1	T cell receptor beta variable 6-1 [Source:HGNC Symbol;Acc:12226]	HG7_PATCH	142028121	142028610			
ENSG00000260407	ENSG00000260407.1	TRBV7-1	T cell receptor beta variable 7-1 (non-functional) [Source:HGNC Symbol;Acc:12235]	HG7_PATCH	142032006	142032527			
ENSG00000259829	ENSG00000259829.1	TRBV4-2	T cell receptor beta variable 4-2 [Source:HGNC Symbol;Acc:12216]	HG7_PATCH	142045252	142045816			
ENSG00000260885	ENSG00000260885.1	TRBV6-2	T cell receptor beta variable 6-2 (gene/pseudogene) [Source:HGNC Symbol;Acc:12227]	HG7_PATCH	142049015	142049495			
ENSG00000260849	ENSG00000260849.1	TRBV3-2	T cell receptor beta variable 3-2 (pseudogene) [Source:HGNC Symbol;Acc:12213]	HG7_PATCH	142059022	142059481			
ENSG00000259825	ENSG00000259825.1	TRBV4-3	T cell receptor beta variable 4-3 [Source:HGNC Symbol;Acc:12217]	HG7_PATCH	142062481	142062934			
ENSG00000261626	ENSG00000261626.1	TRBV6-3	T cell receptor beta variable 6-3 [Source:HGNC Symbol;Acc:12228]	HG7_PATCH	142070668	142071148			
ENSG00000261785	ENSG00000261785.1	TRBV7-2	T cell receptor beta variable 7-2 [Source:HGNC Symbol;Acc:12236]	HG7_PATCH	142074311	142074850			
ENSG00000260925	ENSG00000260925.1	TRBV8-1	T cell receptor beta variable 8-1 (pseudogene) [Source:HGNC Symbol;Acc:12244]	HG7_PATCH	142080131	142080409			
ENSG00000259951	ENSG00000259951.1	TRBV5-2	T cell receptor beta variable 5-2 (pseudogene) [Source:HGNC Symbol;Acc:12219]	HG7_PATCH	142094141	142094414			
ENSG00000261287	ENSG00000261287.1	TRBV6-4	T cell receptor beta variable 6-4 [Source:HGNC Symbol;Acc:12229]	HG7_PATCH	142102303	142102758			
ENSG00000260080	ENSG00000260080.1	TRBV7-3	T cell receptor beta variable 7-3 [Source:HGNC Symbol;Acc:12237]	HG7_PATCH	142105845	142106351			
ENSG00000260554	ENSG00000260554.1	TRBV8-2	T cell receptor beta variable 8-2 (pseudogene) [Source:HGNC Symbol;Acc:12245]	HG7_PATCH	142107887	142108157			
ENSG00000261237	ENSG00000261237.1	TRBV5-3	T cell receptor beta variable 5-3 (non-functional) [Source:HGNC Symbol;Acc:12220]	HG7_PATCH	142110713	142111179			
ENSG00000261031	ENSG00000261031.1	TRBV9	T cell receptor beta variable 9 [Source:HGNC Symbol;Acc:12246]	HG7_PATCH	142113402	142113923			
ENSG00000261700	ENSG00000261700.1	TRBV10-1	T cell receptor beta variable 10-1(gene/pseudogene) [Source:HGNC Symbol;Acc:12177]	HG7_PATCH	142121373	142121890			
ENSG00000260437	ENSG00000260437.1	TRBV11-1	T cell receptor beta variable 11-1 [Source:HGNC Symbol;Acc:12180]	HG7_PATCH	142129179	142129643			
ENSG00000260215	ENSG00000260215.1	TRBV12-1	T cell receptor beta variable 12-1 (pseudogene) [Source:HGNC Symbol;Acc:12183]	HG7_PATCH	142136731	142137173			
ENSG00000260546	ENSG00000260546.1	TRBV10-2	T cell receptor beta variable 10-2 [Source:HGNC Symbol;Acc:12178]	HG7_PATCH	142146452	142146952			
ENSG00000261214	ENSG00000261214.1	TRBV12-2	T cell receptor beta variable 12-2 (pseudogene) [Source:HGNC Symbol;Acc:12184]	HG7_PATCH	142162383	142162825			
ENSG00000261412	ENSG00000261412.1	TRBV6-5	T cell receptor beta variable 6-5 [Source:HGNC Symbol;Acc:12230]	HG7_PATCH	142172447	142172948			
ENSG00000259913	ENSG00000259913.1	TRBV7-4	T cell receptor beta variable 7-4 (gene/pseudogene) [Source:HGNC Symbol;Acc:12238]	HG7_PATCH	142176673	142177134			
ENSG00000260843	ENSG00000260843.1	TRBV5-4	T cell receptor beta variable 5-4 [Source:HGNC Symbol;Acc:12221]	HG7_PATCH	142184418	142185083			
ENSG00000260116	ENSG00000260116.1	TRBV6-6	T cell receptor beta variable 6-6 [Source:HGNC Symbol;Acc:12231]	HG7_PATCH	142191056	142191532			
ENSG00000259903	ENSG00000259903.1	TRBV7-5	T cell receptor beta variable 7-5 (pseudogene) [Source:HGNC Symbol;Acc:12239]	HG7_PATCH	142195614	142196085			
ENSG00000260732	ENSG00000260732.1	TRBV5-5	T cell receptor beta variable 5-5 [Source:HGNC Symbol;Acc:12222]	HG7_PATCH	142204064	142204535			
ENSG00000260429	ENSG00000260429.1	TRBV6-7	T cell receptor beta variable 6-7 (non-functional) [Source:HGNC Symbol;Acc:12232]	HG7_PATCH	142209379	142209811			
ENSG00000260216	ENSG00000260216.1	TRBV7-6	T cell receptor beta variable 7-6 [Source:HGNC Symbol;Acc:12240]	HG7_PATCH	142213648	142214185			
ENSG00000260106	ENSG00000260106.1	TRBV5-6	T cell receptor beta variable 5-6 [Source:HGNC Symbol;Acc:12223]	HG7_PATCH	142221545	142222051			
ENSG00000261463	ENSG00000261463.1	TRBV6-8	T cell receptor beta variable 6-8 [Source:HGNC Symbol;Acc:12233]	HG7_PATCH	142228898	142229326			
ENSG00000261022	ENSG00000261022.1	TRBV7-7	T cell receptor beta variable 7-7 [Source:HGNC Symbol;Acc:12241]	HG7_PATCH	142233142	142233643			
ENSG00000261484	ENSG00000261484.1	TRBV5-7	T cell receptor beta variable 5-7 (non-functional) [Source:HGNC Symbol;Acc:12224]	HG7_PATCH	142241604	142242070			
ENSG00000260074	ENSG00000260074.1	TRBV6-9	T cell receptor beta variable 6-9 [Source:HGNC Symbol;Acc:12234]	HG7_PATCH	142248910	142249342			
ENSG00000261571	ENSG00000261571.1	TRBV7-8	T cell receptor beta variable 7-8 [Source:HGNC Symbol;Acc:12242]	HG7_PATCH	142253486	142254008			
ENSG00000261563	ENSG00000261563.1	TRBV5-8	T cell receptor beta variable 5-8 [Source:HGNC Symbol;Acc:12225]	HG7_PATCH	142261249	142262208			
ENSG00000260890	ENSG00000260890.1	TRBV7-9	T cell receptor beta variable 7-9 [Source:HGNC Symbol;Acc:12243]	HG7_PATCH	142270879	142271415			
ENSG00000260143	ENSG00000260143.1	TRBV13	T cell receptor beta variable 13 [Source:HGNC Symbol;Acc:12188]	HG7_PATCH	142277448	142277943			
ENSG00000261601	ENSG00000261601.1	TRBV10-3	T cell receptor beta variable 10-3 [Source:HGNC Symbol;Acc:12179]	HG7_PATCH	142285819	142286316			
ENSG00000260705	ENSG00000260705.1	TRBV11-3	T cell receptor beta variable 11-3 [Source:HGNC Symbol;Acc:12182]	HG7_PATCH	142296465	142296947			
ENSG00000260904	ENSG00000260904.1	TRBV12-3	T cell receptor beta variable 12-3 [Source:HGNC Symbol;Acc:12185]	HG7_PATCH	142302038	142302543			
ENSG00000259824	ENSG00000259824.1	TRBV12-4	T cell receptor beta variable 12-4 [Source:HGNC Symbol;Acc:12186]	HG7_PATCH	142305349	142305854			
ENSG00000260481	ENSG00000260481.1	TRBV12-5	T cell receptor beta variable 12-5 [Source:HGNC Symbol;Acc:12187]	HG7_PATCH	142322555	142323065			
ENSG00000260915	ENSG00000260915.1	TRBV14	T cell receptor beta variable 14 [Source:HGNC Symbol;Acc:12189]	HG7_PATCH	142329504	142329995			
ENSG00000261414	ENSG00000261414.1	TRBV15	T cell receptor beta variable 15 [Source:HGNC Symbol;Acc:12190]	HG7_PATCH	142334564	142335109			
ENSG00000260028	ENSG00000260028.1	TRBV16	T cell receptor beta variable 16 (gene/pseudogene) [Source:HGNC Symbol;Acc:12191]	HG7_PATCH	142339652	142340105			
ENSG00000261112	ENSG00000261112.1	TRBV17	T cell receptor beta variable 17 (non-functional) [Source:HGNC Symbol;Acc:12192]	HG7_PATCH	142343262	142343994			
ENSG00000260204	ENSG00000260204.1	TRBV18	T cell receptor beta variable 18 [Source:HGNC Symbol;Acc:12193]	HG7_PATCH	142357299	142357998			
ENSG00000260424	ENSG00000260424.1	TRBV19	T cell receptor beta variable 19 [Source:HGNC Symbol;Acc:12194]	HG7_PATCH	142360432	142361115			
ENSG00000260050	ENSG00000260050.1	TRBV20-1	T cell receptor beta variable 20-1 [Source:HGNC Symbol;Acc:12196]	HG7_PATCH	142368231	142368981			
ENSG00000260768	ENSG00000260768.1	TRBV21-1	T cell receptor beta variable 21-1 (pseudogene) [Source:HGNC Symbol;Acc:12198]	HG7_PATCH	142378492	142378952			
ENSG00000261619	ENSG00000261619.1	TRBV22-1	T cell receptor beta variable 22-1 (pseudogene) [Source:HGNC Symbol;Acc:12200]	HG7_PATCH	142383314	142383764			
ENSG00000260076	ENSG00000260076.1	TRBV23-1	T cell receptor beta variable 23-1 (non-functional) [Source:HGNC Symbol;Acc:12201]	HG7_PATCH	142387533	142388029			
ENSG00000260767	ENSG00000260767.1	TRBV24-1	T cell receptor beta variable 24-1 [Source:HGNC Symbol;Acc:12203]	HG7_PATCH	142396838	142397350			
ENSG00000260486	ENSG00000260486.1	TRBV25-1	T cell receptor beta variable 25-1 [Source:HGNC Symbol;Acc:12205]	HG7_PATCH	142411213	142411717			
ENSG00000260794	ENSG00000260794.1	TRBVA	T cell receptor beta variable A (pseudogene) [Source:HGNC Symbol;Acc:12247]	HG7_PATCH	142421876	142422330			
